Branch_Code,Branch,Profile_Code,Profile,Collection_Code,Collection,Number_of_Loan_Transactions,ObjectId
HRL,Kiosk Hold Locker,ADULT,Adult,AFNF,Adult French Fiction,67,494
GO,North Gower,ADULT,Adult,JEF,Juvenile Fiction,678,495
NG,North Gloucester,YA_17,Young Adult,TEENEF,Teen English Fiction,62,496
HRL,Kiosk Hold Locker,ADULT,Adult,JEF,Juvenile Fiction,85,497
GO,North Gower,ADULT,Adult,JENF,Juvenile Non-Fiction,1299,498
NG,North Gloucester,YA_17,Young Adult,TEENENF,Teen English Non-Fiction,1,499
HRL,Kiosk Hold Locker,ADULT,Adult,JENF,Juvenile Non-Fiction,134,500
GO,North Gower,ADULT,Adult,TEENEBCD,Teen English Books On CD,4,501
GO,North Gower,ADULT,Adult,TEENEF,Teen English Fiction,189,502
GO,North Gower,ADULT,Adult,TEENENF,Teen English Non-Fiction,19,503
GO,North Gower,ADULT,Adult,TEENFF,Teen French Fiction,10,504
GO,North Gower,ADULT,Adult,TEENFNF,Teen French Non-Fiction,1,505
GO,North Gower,J,Juvenile,AEF,Adult English Fiction,62,506
GO,North Gower,J,Juvenile,AEM,Adult English Mystery,8,507
GO,North Gower,J,Juvenile,AENF,Adult English Non-Fiction,39,508
GO,North Gower,J,Juvenile,AFNF,Adult French Fiction,1,509
GO,North Gower,J,Juvenile,JEF,Juvenile Fiction,249,510
GO,North Gower,J,Juvenile,JENF,Juvenile Non-Fiction,154,511
GO,North Gower,J,Juvenile,TEENEBCD,Teen English Books On CD,1,512
GO,North Gower,J,Juvenile,TEENEF,Teen English Fiction,76,513
GO,North Gower,J,Juvenile,TEENENF,Teen English Non-Fiction,1,514
GO,North Gower,YA_17,Young Adult,AENF,Adult English Non-Fiction,6,515
GO,North Gower,YA_17,Young Adult,JENF,Juvenile Non-Fiction,1,516
GR,Greely,ADULT,Adult,AECD,Adult English Books On CD,116,517
GR,Greely,ADULT,Adult,AEF,Adult English Fiction,2861,518
GR,Greely,ADULT,Adult,AEM,Adult English Mystery,1108,519
GR,Greely,ADULT,Adult,AENF,Adult English Non-Fiction,4398,520
GR,Greely,ADULT,Adult,AFCD,Adult French Books On CD,13,521
GR,Greely,ADULT,Adult,AFF,Adult French Fiction,210,522
GR,Greely,ADULT,Adult,AFNF,Adult French Fiction,109,523
GR,Greely,ADULT,Adult,JEF,Juvenile Fiction,1712,524
GR,Greely,ADULT,Adult,JENF,Juvenile Non-Fiction,1997,525
GR,Greely,ADULT,Adult,JFCD,Juvenile French Books On CD,2,526
GR,Greely,ADULT,Adult,KIOSK,Kiosk Items,1,527
GR,Greely,ADULT,Adult,TEENEBCD,Teen English Books On CD,3,528
GR,Greely,ADULT,Adult,TEENEF,Teen English Fiction,259,529
GR,Greely,ADULT,Adult,TEENENF,Teen English Non-Fiction,26,530
GR,Greely,ADULT,Adult,TEENFF,Teen French Fiction,11,531
GR,Greely,J,Juvenile,AECD,Adult English Books On CD,1,532
GR,Greely,J,Juvenile,AEF,Adult English Fiction,51,533
GR,Greely,J,Juvenile,AEM,Adult English Mystery,9,534
MA,Main,J,Juvenile,JENF,Juvenile Non-Fiction,1006,535
HRL,Kiosk Hold Locker,ADULT,Adult,TEENEF,Teen English Fiction,15,536
MA,Main,J,Juvenile,TEENEF,Teen English Fiction,347,537
HRL,Kiosk Hold Locker,ADULT,Adult,TEENENF,Teen English Non-Fiction,6,538
HRL,Kiosk Hold Locker,ADULT,Adult,TEENFF,Teen French Fiction,2,539
MA,Main,J,Juvenile,TEENENF,Teen English Non-Fiction,35,540
HRL,Kiosk Hold Locker,J,Juvenile,AEF,Adult English Fiction,1,541
MA,Main,J,Juvenile,TEENFBCD,Teen French Books On CD,1,542
HRL,Kiosk Hold Locker,J,Juvenile,AENF,Adult English Non-Fiction,21,543
MA,Main,J,Juvenile,TEENFF,Teen French Fiction,82,544
HRL,Kiosk Hold Locker,J,Juvenile,JEF,Juvenile Fiction,11,545
MA,Main,YA_17,Young Adult,AECD,Adult English Books On CD,1,546
HRL,Kiosk Hold Locker,J,Juvenile,JENF,Juvenile Non-Fiction,16,547
NG,North Gloucester,YA_17,Young Adult,TEENFF,Teen French Fiction,2,548
MA,Main,YA_17,Young Adult,AEF,Adult English Fiction,14,549
HRL,Kiosk Hold Locker,J,Juvenile,TEENEF,Teen English Fiction,11,550
NG,North Gloucester,YA_17,Young Adult,TEENFNF,Teen French Non-Fiction,1,551
MA,Main,YA_17,Young Adult,AEM,Adult English Mystery,1,552
HRL,Kiosk Hold Locker,YA_17,Young Adult,AEF,Adult English Fiction,1,553
OR,Orléans,ADULT,Adult,AECD,Adult English Books On CD,444,554
MA,Main,ADULT,Adult,AECD,Adult English Books On CD,1190,555
MA,Main,YA_17,Young Adult,AENF,Adult English Non-Fiction,88,556
OR,Orléans,ADULT,Adult,AEF,Adult English Fiction,14582,557
MA,Main,YA_17,Young Adult,AFF,Adult French Fiction,5,558
OR,Orléans,ADULT,Adult,AEM,Adult English Mystery,5201,559
MA,Main,ADULT,Adult,AEF,Adult English Fiction,21376,560
MA,Main,ADULT,Adult,AEM,Adult English Mystery,6925,561
MA,Main,YA_17,Young Adult,AFNF,Adult French Fiction,3,562
MA,Main,ADULT,Adult,AENF,Adult English Non-Fiction,48778,563
MA,Main,ADULT,Adult,AFCD,Adult French Books On CD,70,564
MA,Main,ADULT,Adult,AFF,Adult French Fiction,3888,565
MA,Main,ADULT,Adult,AFNF,Adult French Fiction,5164,566
MA,Main,ADULT,Adult,JEF,Juvenile Fiction,2957,567
MA,Main,ADULT,Adult,JENF,Juvenile Non-Fiction,4728,568
MA,Main,ADULT,Adult,JFCD,Juvenile French Books On CD,9,569
MA,Main,ADULT,Adult,KIOSK,Kiosk Items,1,570
MA,Main,ADULT,Adult,TEENEBCD,Teen English Books On CD,27,571
MA,Main,ADULT,Adult,TEENEF,Teen English Fiction,2322,572
MA,Main,ADULT,Adult,TEENENF,Teen English Non-Fiction,342,573
MA,Main,ADULT,Adult,TEENFF,Teen French Fiction,223,574
MA,Main,ADULT,Adult,TEENFNF,Teen French Non-Fiction,6,575
MA,Main,J,Juvenile,AECD,Adult English Books On CD,2,576
MA,Main,J,Juvenile,AEF,Adult English Fiction,185,577
MA,Main,J,Juvenile,AEM,Adult English Mystery,25,578
MA,Main,J,Juvenile,AENF,Adult English Non-Fiction,640,579
MA,Main,J,Juvenile,AFCD,Adult French Books On CD,2,580
MA,Main,J,Juvenile,AFF,Adult French Fiction,31,581
MA,Main,J,Juvenile,AFNF,Adult French Fiction,125,582
MA,Main,J,Juvenile,JEF,Juvenile Fiction,1021,583
MA,Main,YA_17,Young Adult,JEF,Juvenile Fiction,4,584
OR,Orléans,ADULT,Adult,AENF,Adult English Non-Fiction,21436,585
OR,Orléans,ADULT,Adult,AFCD,Adult French Books On CD,101,586
MA,Main,YA_17,Young Adult,JENF,Juvenile Non-Fiction,5,587
OR,Orléans,ADULT,Adult,AFF,Adult French Fiction,5307,588
MA,Main,YA_17,Young Adult,TEENEF,Teen English Fiction,26,589
OR,Orléans,ADULT,Adult,AFNF,Adult French Fiction,3673,590
MA,Main,YA_17,Young Adult,TEENENF,Teen English Non-Fiction,1,591
OR,Orléans,ADULT,Adult,JEF,Juvenile Fiction,4015,592
MA,Main,YA_17,Young Adult,TEENFF,Teen French Fiction,2,593
OR,Orléans,ADULT,Adult,JENF,Juvenile Non-Fiction,5447,594
ME,Metcalfe,ADULT,Adult,AECD,Adult English Books On CD,64,595
OR,Orléans,ADULT,Adult,JFCD,Juvenile French Books On CD,12,596
ME,Metcalfe,ADULT,Adult,AEF,Adult English Fiction,1292,597
OR,Orléans,ADULT,Adult,TEENEBCD,Teen English Books On CD,16,598
ME,Metcalfe,ADULT,Adult,AEM,Adult English Mystery,577,599
OR,Orléans,ADULT,Adult,TEENEF,Teen English Fiction,1059,600
ME,Metcalfe,ADULT,Adult,AENF,Adult English Non-Fiction,2436,601
OR,Orléans,ADULT,Adult,TEENENF,Teen English Non-Fiction,166,602
ME,Metcalfe,ADULT,Adult,AFCD,Adult French Books On CD,3,603
OR,Orléans,ADULT,Adult,TEENFF,Teen French Fiction,459,604
ME,Metcalfe,ADULT,Adult,AFF,Adult French Fiction,60,605
OR,Orléans,ADULT,Adult,TEENFNF,Teen French Non-Fiction,25,606
ME,Metcalfe,ADULT,Adult,AFNF,Adult French Fiction,57,607
OR,Orléans,J,Juvenile,AECD,Adult English Books On CD,18,608
ME,Metcalfe,ADULT,Adult,JEF,Juvenile Fiction,902,609
OR,Orléans,J,Juvenile,AEF,Adult English Fiction,289,610
ME,Metcalfe,ADULT,Adult,JENF,Juvenile Non-Fiction,958,611
OR,Orléans,J,Juvenile,AEM,Adult English Mystery,38,612
ME,Metcalfe,ADULT,Adult,KIOSK,Kiosk Items,1,613
OR,Orléans,J,Juvenile,AENF,Adult English Non-Fiction,614,614
ME,Metcalfe,ADULT,Adult,TEENEBCD,Teen English Books On CD,1,615
OR,Orléans,J,Juvenile,AFF,Adult French Fiction,148,616
ME,Metcalfe,ADULT,Adult,TEENEF,Teen English Fiction,115,617
OR,Orléans,J,Juvenile,AFNF,Adult French Fiction,175,618
ME,Metcalfe,ADULT,Adult,TEENENF,Teen English Non-Fiction,12,619
OR,Orléans,J,Juvenile,JEF,Juvenile Fiction,2163,620
ME,Metcalfe,ADULT,Adult,TEENFF,Teen French Fiction,1,621
OR,Orléans,J,Juvenile,JENF,Juvenile Non-Fiction,1681,622
ME,Metcalfe,J,Juvenile,AEF,Adult English Fiction,30,623
OR,Orléans,J,Juvenile,JFCD,Juvenile French Books On CD,4,624
ME,Metcalfe,J,Juvenile,AEM,Adult English Mystery,6,625
OR,Orléans,J,Juvenile,TEENEBCD,Teen English Books On CD,2,626
ME,Metcalfe,J,Juvenile,AENF,Adult English Non-Fiction,39,627
OR,Orléans,J,Juvenile,TEENEF,Teen English Fiction,647,628
ME,Metcalfe,J,Juvenile,JEF,Juvenile Fiction,137,629
OR,Orléans,J,Juvenile,TEENENF,Teen English Non-Fiction,58,630
OR,Orléans,J,Juvenile,TEENFF,Teen French Fiction,352,631
OR,Orléans,J,Juvenile,TEENFNF,Teen French Non-Fiction,21,632
OR,Orléans,YA_17,Young Adult,AEF,Adult English Fiction,31,633
OR,Orléans,YA_17,Young Adult,AEM,Adult English Mystery,2,634
ME,Metcalfe,J,Juvenile,JENF,Juvenile Non-Fiction,170,635
ME,Metcalfe,J,Juvenile,TEENEBCD,Teen English Books On CD,1,636
ME,Metcalfe,J,Juvenile,TEENEF,Teen English Fiction,63,637
ME,Metcalfe,YA_17,Young Adult,AEF,Adult English Fiction,1,638
MK,Manotick,ADULT,Adult,AECD,Adult English Books On CD,448,639
MK,Manotick,ADULT,Adult,AEF,Adult English Fiction,9283,640
MK,Manotick,ADULT,Adult,AEM,Adult English Mystery,2687,641
MK,Manotick,ADULT,Adult,AENF,Adult English Non-Fiction,10735,642
MK,Manotick,ADULT,Adult,AFCD,Adult French Books On CD,2,643
MK,Manotick,ADULT,Adult,AFF,Adult French Fiction,493,644
MK,Manotick,ADULT,Adult,AFNF,Adult French Fiction,273,645
MK,Manotick,ADULT,Adult,JEF,Juvenile Fiction,4063,646
MK,Manotick,ADULT,Adult,JENF,Juvenile Non-Fiction,5210,647
MK,Manotick,ADULT,Adult,JFCD,Juvenile French Books On CD,12,648
MK,Manotick,ADULT,Adult,TEENEBCD,Teen English Books On CD,3,649
MK,Manotick,ADULT,Adult,TEENEF,Teen English Fiction,1020,650
GR,Greely,J,Juvenile,AENF,Adult English Non-Fiction,125,651
GR,Greely,J,Juvenile,AFF,Adult French Fiction,2,652
GR,Greely,J,Juvenile,AFNF,Adult French Fiction,2,653
GR,Greely,J,Juvenile,JEF,Juvenile Fiction,480,654
GR,Greely,J,Juvenile,JENF,Juvenile Non-Fiction,436,655
GR,Greely,J,Juvenile,TEENEF,Teen English Fiction,52,656
GR,Greely,J,Juvenile,TEENENF,Teen English Non-Fiction,4,657
GR,Greely,J,Juvenile,TEENFF,Teen French Fiction,11,658
GR,Greely,YA_17,Young Adult,AENF,Adult English Non-Fiction,2,659
HA,Hazeldean,ADULT,Adult,AECD,Adult English Books On CD,1098,660
HA,Hazeldean,ADULT,Adult,AEF,Adult English Fiction,14804,661
HA,Hazeldean,ADULT,Adult,AEM,Adult English Mystery,5666,662
HA,Hazeldean,ADULT,Adult,AENF,Adult English Non-Fiction,26738,663
HA,Hazeldean,ADULT,Adult,AFCD,Adult French Books On CD,8,664
HA,Hazeldean,ADULT,Adult,AFF,Adult French Fiction,670,665
HA,Hazeldean,ADULT,Adult,AFNF,Adult French Fiction,641,666
HA,Hazeldean,ADULT,Adult,JEF,Juvenile Fiction,6788,667
HA,Hazeldean,ADULT,Adult,JENF,Juvenile Non-Fiction,10608,668
HA,Hazeldean,ADULT,Adult,JFCD,Juvenile French Books On CD,6,669
HA,Hazeldean,ADULT,Adult,TEENEBCD,Teen English Books On CD,30,670
HA,Hazeldean,ADULT,Adult,TEENEF,Teen English Fiction,1519,671
HA,Hazeldean,ADULT,Adult,TEENENF,Teen English Non-Fiction,221,672
HA,Hazeldean,ADULT,Adult,TEENFF,Teen French Fiction,68,673
HA,Hazeldean,ADULT,Adult,TEENFNF,Teen French Non-Fiction,4,674
HA,Hazeldean,J,Juvenile,AECD,Adult English Books On CD,21,675
HA,Hazeldean,J,Juvenile,AEF,Adult English Fiction,390,676
HA,Hazeldean,J,Juvenile,AEM,Adult English Mystery,76,677
HA,Hazeldean,J,Juvenile,AENF,Adult English Non-Fiction,1430,678
HA,Hazeldean,J,Juvenile,AFCD,Adult French Books On CD,1,679
HA,Hazeldean,J,Juvenile,AFF,Adult French Fiction,37,680
HA,Hazeldean,J,Juvenile,AFNF,Adult French Fiction,42,681
HA,Hazeldean,J,Juvenile,JEF,Juvenile Fiction,2809,682
HA,Hazeldean,J,Juvenile,JENF,Juvenile Non-Fiction,3356,683
HA,Hazeldean,J,Juvenile,JFCD,Juvenile French Books On CD,2,684
HA,Hazeldean,J,Juvenile,TEENEBCD,Teen English Books On CD,4,685
HA,Hazeldean,J,Juvenile,TEENEF,Teen English Fiction,847,686
HA,Hazeldean,J,Juvenile,TEENENF,Teen English Non-Fiction,116,687
HA,Hazeldean,J,Juvenile,TEENFF,Teen French Fiction,38,688
HA,Hazeldean,YA_17,Young Adult,AEF,Adult English Fiction,46,689
HA,Hazeldean,YA_17,Young Adult,AEM,Adult English Mystery,7,690
HA,Hazeldean,YA_17,Young Adult,AENF,Adult English Non-Fiction,31,691
HA,Hazeldean,YA_17,Young Adult,AFF,Adult French Fiction,5,692
OR,Orléans,YA_17,Young Adult,AENF,Adult English Non-Fiction,35,693
HA,Hazeldean,YA_17,Young Adult,AFNF,Adult French Fiction,1,694
HA,Hazeldean,YA_17,Young Adult,JEF,Juvenile Fiction,3,695
HA,Hazeldean,YA_17,Young Adult,JENF,Juvenile Non-Fiction,2,696
HA,Hazeldean,YA_17,Young Adult,TEENEF,Teen English Fiction,19,697
HA,Hazeldean,YA_17,Young Adult,TEENENF,Teen English Non-Fiction,1,698
OR,Orléans,YA_17,Young Adult,AFCD,Adult French Books On CD,1,699
OR,Orléans,YA_17,Young Adult,AFF,Adult French Fiction,14,700
HB,Homebound,ADULT,Adult,AECD,Adult English Books On CD,2,701
HB,Homebound,ADULT,Adult,AEF,Adult English Fiction,23,702
HB,Homebound,ADULT,Adult,AEM,Adult English Mystery,5,703
OR,Orléans,YA_17,Young Adult,AFNF,Adult French Fiction,12,704
OR,Orléans,YA_17,Young Adult,JEF,Juvenile Fiction,22,705
OR,Orléans,YA_17,Young Adult,JENF,Juvenile Non-Fiction,2,706
OR,Orléans,YA_17,Young Adult,TEENEF,Teen English Fiction,46,707
OR,Orléans,YA_17,Young Adult,TEENENF,Teen English Non-Fiction,4,708
OR,Orléans,YA_17,Young Adult,TEENFF,Teen French Fiction,9,709
OS,Osgoode,ADULT,Adult,AECD,Adult English Books On CD,94,710
OS,Osgoode,ADULT,Adult,AEF,Adult English Fiction,2308,711
OS,Osgoode,ADULT,Adult,AEM,Adult English Mystery,881,712
OS,Osgoode,ADULT,Adult,AENF,Adult English Non-Fiction,3336,713
OS,Osgoode,ADULT,Adult,AFF,Adult French Fiction,6,714
OS,Osgoode,ADULT,Adult,AFNF,Adult French Fiction,46,715
OS,Osgoode,ADULT,Adult,JEF,Juvenile Fiction,569,716
OS,Osgoode,ADULT,Adult,JENF,Juvenile Non-Fiction,780,717
OS,Osgoode,ADULT,Adult,TEENEBCD,Teen English Books On CD,2,718
OS,Osgoode,ADULT,Adult,TEENEF,Teen English Fiction,189,719
OS,Osgoode,ADULT,Adult,TEENENF,Teen English Non-Fiction,16,720
OS,Osgoode,ADULT,Adult,TEENFF,Teen French Fiction,1,721
OS,Osgoode,J,Juvenile,AEF,Adult English Fiction,35,722
OS,Osgoode,J,Juvenile,AEM,Adult English Mystery,4,723
OS,Osgoode,J,Juvenile,AENF,Adult English Non-Fiction,62,724
OS,Osgoode,J,Juvenile,AFNF,Adult French Fiction,5,725
OS,Osgoode,J,Juvenile,JEF,Juvenile Fiction,251,726
OS,Osgoode,J,Juvenile,JENF,Juvenile Non-Fiction,226,727
OS,Osgoode,J,Juvenile,TEENEF,Teen English Fiction,36,728
OS,Osgoode,J,Juvenile,TEENFF,Teen French Fiction,1,729
OS,Osgoode,YA_17,Young Adult,AENF,Adult English Non-Fiction,1,730
OS,Osgoode,YA_17,Young Adult,AFNF,Adult French Fiction,1,731
RD,Ruth E. Dickinson,ADULT,Adult,AECD,Adult English Books On CD,1154,732
RD,Ruth E. Dickinson,ADULT,Adult,AEF,Adult English Fiction,22160,733
RD,Ruth E. Dickinson,ADULT,Adult,AEM,Adult English Mystery,7449,734
RD,Ruth E. Dickinson,ADULT,Adult,AENF,Adult English Non-Fiction,36116,735
RD,Ruth E. Dickinson,ADULT,Adult,AFCD,Adult French Books On CD,23,736
RD,Ruth E. Dickinson,ADULT,Adult,AFF,Adult French Fiction,851,737
RD,Ruth E. Dickinson,ADULT,Adult,AFNF,Adult French Fiction,1054,738
RD,Ruth E. Dickinson,ADULT,Adult,JEF,Juvenile Fiction,14676,739
RD,Ruth E. Dickinson,ADULT,Adult,JENF,Juvenile Non-Fiction,18884,740
RD,Ruth E. Dickinson,ADULT,Adult,JFCD,Juvenile French Books On CD,33,741
RD,Ruth E. Dickinson,ADULT,Adult,KIOSK,Kiosk Items,4,742
RD,Ruth E. Dickinson,ADULT,Adult,TEENEBCD,Teen English Books On CD,28,743
RD,Ruth E. Dickinson,ADULT,Adult,TEENEF,Teen English Fiction,2852,744
RD,Ruth E. Dickinson,ADULT,Adult,TEENENF,Teen English Non-Fiction,387,745
RD,Ruth E. Dickinson,ADULT,Adult,TEENFF,Teen French Fiction,271,746
RD,Ruth E. Dickinson,ADULT,Adult,TEENFNF,Teen French Non-Fiction,6,747
RD,Ruth E. Dickinson,J,Juvenile,AECD,Adult English Books On CD,10,748
RD,Ruth E. Dickinson,J,Juvenile,AEF,Adult English Fiction,858,749
RD,Ruth E. Dickinson,J,Juvenile,AEM,Adult English Mystery,177,750
NC,Nepean Centrepoint,ADULT,Adult,TEENEF,Teen English Fiction,2407,751
NC,Nepean Centrepoint,ADULT,Adult,TEENENF,Teen English Non-Fiction,208,752
NC,Nepean Centrepoint,ADULT,Adult,TEENFF,Teen French Fiction,179,753
NC,Nepean Centrepoint,ADULT,Adult,TEENFNF,Teen French Non-Fiction,4,754
NC,Nepean Centrepoint,J,Juvenile,AECD,Adult English Books On CD,11,755
NC,Nepean Centrepoint,J,Juvenile,AEF,Adult English Fiction,366,756
NC,Nepean Centrepoint,J,Juvenile,AEM,Adult English Mystery,77,757
NC,Nepean Centrepoint,J,Juvenile,AENF,Adult English Non-Fiction,1440,758
NC,Nepean Centrepoint,J,Juvenile,AFF,Adult French Fiction,31,759
NC,Nepean Centrepoint,J,Juvenile,AFNF,Adult French Fiction,63,760
NC,Nepean Centrepoint,J,Juvenile,JEF,Juvenile Fiction,3867,761
NC,Nepean Centrepoint,J,Juvenile,JENF,Juvenile Non-Fiction,3830,762
NC,Nepean Centrepoint,J,Juvenile,TEENEBCD,Teen English Books On CD,6,763
NC,Nepean Centrepoint,J,Juvenile,TEENEF,Teen English Fiction,832,764
NC,Nepean Centrepoint,J,Juvenile,TEENENF,Teen English Non-Fiction,93,765
NC,Nepean Centrepoint,J,Juvenile,TEENFF,Teen French Fiction,145,766
NC,Nepean Centrepoint,YA_17,Young Adult,AECD,Adult English Books On CD,4,767
NC,Nepean Centrepoint,YA_17,Young Adult,AEF,Adult English Fiction,89,768
NC,Nepean Centrepoint,YA_17,Young Adult,AEM,Adult English Mystery,6,769
NC,Nepean Centrepoint,YA_17,Young Adult,AENF,Adult English Non-Fiction,76,770
NC,Nepean Centrepoint,YA_17,Young Adult,AFF,Adult French Fiction,3,771
NC,Nepean Centrepoint,YA_17,Young Adult,AFNF,Adult French Fiction,2,772
NC,Nepean Centrepoint,YA_17,Young Adult,JEF,Juvenile Fiction,29,773
NC,Nepean Centrepoint,YA_17,Young Adult,JENF,Juvenile Non-Fiction,9,774
NC,Nepean Centrepoint,YA_17,Young Adult,TEENEF,Teen English Fiction,70,775
NC,Nepean Centrepoint,YA_17,Young Adult,TEENFF,Teen French Fiction,3,776
NG,North Gloucester,ADULT,Adult,AECD,Adult English Books On CD,578,777
NG,North Gloucester,ADULT,Adult,AEF,Adult English Fiction,9182,778
NG,North Gloucester,ADULT,Adult,AEM,Adult English Mystery,3549,779
NG,North Gloucester,ADULT,Adult,AENF,Adult English Non-Fiction,17203,780
NG,North Gloucester,ADULT,Adult,AFCD,Adult French Books On CD,54,781
NG,North Gloucester,ADULT,Adult,AFF,Adult French Fiction,2476,782
NG,North Gloucester,ADULT,Adult,AFNF,Adult French Fiction,2331,783
NG,North Gloucester,ADULT,Adult,JEF,Juvenile Fiction,3917,784
NG,North Gloucester,ADULT,Adult,JENF,Juvenile Non-Fiction,5400,785
NG,North Gloucester,ADULT,Adult,JFCD,Juvenile French Books On CD,20,786
NG,North Gloucester,ADULT,Adult,TEENEBCD,Teen English Books On CD,34,787
NG,North Gloucester,ADULT,Adult,TEENEF,Teen English Fiction,1424,788
NG,North Gloucester,ADULT,Adult,TEENENF,Teen English Non-Fiction,137,789
NG,North Gloucester,ADULT,Adult,TEENFF,Teen French Fiction,233,790
NG,North Gloucester,ADULT,Adult,TEENFNF,Teen French Non-Fiction,6,791
NG,North Gloucester,J,Juvenile,AECD,Adult English Books On CD,6,792
NG,North Gloucester,J,Juvenile,AEF,Adult English Fiction,253,793
NG,North Gloucester,J,Juvenile,AEM,Adult English Mystery,44,794
NG,North Gloucester,J,Juvenile,AENF,Adult English Non-Fiction,748,795
NG,North Gloucester,J,Juvenile,AFCD,Adult French Books On CD,2,796
NG,North Gloucester,J,Juvenile,AFF,Adult French Fiction,33,797
NG,North Gloucester,J,Juvenile,AFNF,Adult French Fiction,65,798
NG,North Gloucester,J,Juvenile,JEF,Juvenile Fiction,1352,799
NG,North Gloucester,J,Juvenile,JENF,Juvenile Non-Fiction,1198,800
RM,Richmond,ADULT,Adult,AEM,Adult English Mystery,1777,801
VA,Vanier,J,Juvenile,TEENFF,Teen French Fiction,38,802
RM,Richmond,ADULT,Adult,AENF,Adult English Non-Fiction,3593,803
RM,Richmond,ADULT,Adult,AFCD,Adult French Books On CD,1,804
RM,Richmond,ADULT,Adult,AFF,Adult French Fiction,30,805
RM,Richmond,ADULT,Adult,AFNF,Adult French Fiction,57,806
RM,Richmond,ADULT,Adult,JEF,Juvenile Fiction,1008,807
RD,Ruth E. Dickinson,J,Juvenile,AENF,Adult English Non-Fiction,2128,808
RM,Richmond,ADULT,Adult,JENF,Juvenile Non-Fiction,1560,809
RM,Richmond,ADULT,Adult,TEENEBCD,Teen English Books On CD,3,810
RO,Rosemount,YA_17,Young Adult,AEM,Adult English Mystery,6,811
RM,Richmond,ADULT,Adult,TEENEF,Teen English Fiction,336,812
RM,Richmond,ADULT,Adult,TEENENF,Teen English Non-Fiction,12,813
RM,Richmond,ADULT,Adult,TEENFF,Teen French Fiction,2,814
RM,Richmond,J,Juvenile,AECD,Adult English Books On CD,2,815
VA,Vanier,J,Juvenile,TEENFNF,Teen French Non-Fiction,2,816
RM,Richmond,J,Juvenile,AEF,Adult English Fiction,53,817
RM,Richmond,J,Juvenile,AEM,Adult English Mystery,17,818
RM,Richmond,J,Juvenile,AENF,Adult English Non-Fiction,262,819
RM,Richmond,J,Juvenile,AFF,Adult French Fiction,1,820
RM,Richmond,J,Juvenile,AFNF,Adult French Fiction,1,821
RM,Richmond,J,Juvenile,JEF,Juvenile Fiction,256,822
RM,Richmond,J,Juvenile,JENF,Juvenile Non-Fiction,328,823
RM,Richmond,J,Juvenile,TEENEBCD,Teen English Books On CD,3,824
RM,Richmond,J,Juvenile,TEENEF,Teen English Fiction,102,825
RM,Richmond,J,Juvenile,TEENENF,Teen English Non-Fiction,1,826
RM,Richmond,J,Juvenile,TEENFF,Teen French Fiction,1,827
RM,Richmond,YA_17,Young Adult,AEF,Adult English Fiction,1,828
RM,Richmond,YA_17,Young Adult,JEF,Juvenile Fiction,1,829
RM,Richmond,YA_17,Young Adult,JENF,Juvenile Non-Fiction,1,830
RM,Richmond,YA_17,Young Adult,TEENEF,Teen English Fiction,2,831
RO,Rosemount,ADULT,Adult,AECD,Adult English Books On CD,727,832
RO,Rosemount,ADULT,Adult,AEF,Adult English Fiction,17803,833
RO,Rosemount,ADULT,Adult,AEM,Adult English Mystery,5977,834
RO,Rosemount,ADULT,Adult,AENF,Adult English Non-Fiction,31735,835
RO,Rosemount,ADULT,Adult,AFCD,Adult French Books On CD,31,836
RO,Rosemount,ADULT,Adult,AFF,Adult French Fiction,1114,837
RO,Rosemount,ADULT,Adult,AFNF,Adult French Fiction,1300,838
RO,Rosemount,ADULT,Adult,JEF,Juvenile Fiction,4826,839
RO,Rosemount,ADULT,Adult,JENF,Juvenile Non-Fiction,6072,840
RO,Rosemount,ADULT,Adult,JFCD,Juvenile French Books On CD,3,841
RO,Rosemount,ADULT,Adult,KIOSK,Kiosk Items,4,842
RO,Rosemount,ADULT,Adult,TEENEBCD,Teen English Books On CD,21,843
RO,Rosemount,ADULT,Adult,TEENEF,Teen English Fiction,1851,844
RO,Rosemount,ADULT,Adult,TEENENF,Teen English Non-Fiction,229,845
RO,Rosemount,ADULT,Adult,TEENFF,Teen French Fiction,75,846
RO,Rosemount,ADULT,Adult,TEENFNF,Teen French Non-Fiction,3,847
RO,Rosemount,J,Juvenile,AECD,Adult English Books On CD,3,848
RO,Rosemount,J,Juvenile,AEF,Adult English Fiction,272,849
RO,Rosemount,J,Juvenile,AEM,Adult English Mystery,33,850
RO,Rosemount,J,Juvenile,AENF,Adult English Non-Fiction,450,851
RO,Rosemount,J,Juvenile,AFF,Adult French Fiction,9,852
RO,Rosemount,J,Juvenile,AFNF,Adult French Fiction,30,853
RO,Rosemount,J,Juvenile,JEF,Juvenile Fiction,1349,854
RO,Rosemount,J,Juvenile,JENF,Juvenile Non-Fiction,1263,855
RO,Rosemount,J,Juvenile,JFCD,Juvenile French Books On CD,2,856
RO,Rosemount,J,Juvenile,TEENEBCD,Teen English Books On CD,11,857
RO,Rosemount,J,Juvenile,TEENEF,Teen English Fiction,437,858
RO,Rosemount,J,Juvenile,TEENENF,Teen English Non-Fiction,28,859
RO,Rosemount,J,Juvenile,TEENFF,Teen French Fiction,21,860
RO,Rosemount,YA_17,Young Adult,AEF,Adult English Fiction,20,861
SU,Sunnyside,ADULT,Adult,AENF,Adult English Non-Fiction,38922,862
SL,St-Laurent,J,Juvenile,AFNF,Adult French Fiction,91,863
