Branch_Code,Branch,Profile_Code,Profile,Collection_Code,Collection,Number_of_Loan_Transactions,ObjectId
RD,Ruth E. Dickinson,J,Juvenile,AFCD,Adult French Books On CD,2,864
VA,Vanier,YA_17,Young Adult,AEF,Adult English Fiction,17,865
RD,Ruth E. Dickinson,J,Juvenile,AFF,Adult French Fiction,32,866
RO,Rosemount,YA_17,Young Adult,AENF,Adult English Non-Fiction,36,867
SL,St-Laurent,J,Juvenile,JEF,Juvenile Fiction,1335,868
VA,Vanier,YA_17,Young Adult,AEM,Adult English Mystery,1,869
RD,Ruth E. Dickinson,J,Juvenile,AFNF,Adult French Fiction,56,870
RO,Rosemount,YA_17,Young Adult,AFNF,Adult French Fiction,1,871
SL,St-Laurent,J,Juvenile,JENF,Juvenile Non-Fiction,1211,872
VA,Vanier,YA_17,Young Adult,JEF,Juvenile Fiction,1,873
VA,Vanier,YA_17,Young Adult,TEENEBCD,Teen English Books On CD,2,874
VA,Vanier,YA_17,Young Adult,TEENEF,Teen English Fiction,12,875
VE,Vernon,ADULT,Adult,AECD,Adult English Books On CD,10,876
VE,Vernon,ADULT,Adult,AEF,Adult English Fiction,264,877
VE,Vernon,ADULT,Adult,AEM,Adult English Mystery,66,878
VE,Vernon,ADULT,Adult,AENF,Adult English Non-Fiction,1339,879
VE,Vernon,ADULT,Adult,AFF,Adult French Fiction,1,880
VE,Vernon,ADULT,Adult,AFNF,Adult French Fiction,8,881
VE,Vernon,ADULT,Adult,JEF,Juvenile Fiction,192,882
VE,Vernon,ADULT,Adult,JENF,Juvenile Non-Fiction,492,883
VE,Vernon,ADULT,Adult,TEENEBCD,Teen English Books On CD,4,884
VE,Vernon,ADULT,Adult,TEENEF,Teen English Fiction,34,885
VE,Vernon,ADULT,Adult,TEENENF,Teen English Non-Fiction,70,886
VE,Vernon,J,Juvenile,AEF,Adult English Fiction,5,887
VE,Vernon,J,Juvenile,AENF,Adult English Non-Fiction,16,888
VE,Vernon,J,Juvenile,JEF,Juvenile Fiction,93,889
VE,Vernon,J,Juvenile,JENF,Juvenile Non-Fiction,171,890
VE,Vernon,J,Juvenile,TEENEF,Teen English Fiction,7,891
VE,Vernon,J,Juvenile,TEENENF,Teen English Non-Fiction,1,892
ZBO,Bookmobile,ADULT,Adult,AECD,Adult English Books On CD,48,893
ZBO,Bookmobile,ADULT,Adult,AEF,Adult English Fiction,2872,894
ZBO,Bookmobile,ADULT,Adult,AEM,Adult English Mystery,790,895
ZBO,Bookmobile,ADULT,Adult,AENF,Adult English Non-Fiction,4348,896
ZBO,Bookmobile,ADULT,Adult,AFCD,Adult French Books On CD,1,897
ZBO,Bookmobile,ADULT,Adult,AFF,Adult French Fiction,257,898
ZBO,Bookmobile,ADULT,Adult,AFNF,Adult French Fiction,233,899
ZBO,Bookmobile,ADULT,Adult,JEF,Juvenile Fiction,1070,900
ZBO,Bookmobile,ADULT,Adult,JENF,Juvenile Non-Fiction,2121,901
ZBO,Bookmobile,ADULT,Adult,JFCD,Juvenile French Books On CD,5,902
ZBO,Bookmobile,ADULT,Adult,KIOSK,Kiosk Items,13,903
ZBO,Bookmobile,ADULT,Adult,TEENEF,Teen English Fiction,268,904
ZBO,Bookmobile,ADULT,Adult,TEENENF,Teen English Non-Fiction,13,905
ZBO,Bookmobile,ADULT,Adult,TEENFF,Teen French Fiction,22,906
ZBO,Bookmobile,J,Juvenile,AEF,Adult English Fiction,157,907
ZBO,Bookmobile,J,Juvenile,AEM,Adult English Mystery,11,908
ZBO,Bookmobile,J,Juvenile,AENF,Adult English Non-Fiction,237,909
ZBO,Bookmobile,J,Juvenile,AFF,Adult French Fiction,5,910
ZBO,Bookmobile,J,Juvenile,AFNF,Adult French Fiction,2,911
ZBO,Bookmobile,J,Juvenile,JEF,Juvenile Fiction,729,912
ZBO,Bookmobile,J,Juvenile,JENF,Juvenile Non-Fiction,988,913
ZBO,Bookmobile,J,Juvenile,KIOSK,Kiosk Items,2,914
ZBO,Bookmobile,J,Juvenile,TEENEBCD,Teen English Books On CD,2,915
ZBO,Bookmobile,J,Juvenile,TEENEF,Teen English Fiction,195,916
ZBO,Bookmobile,J,Juvenile,TEENENF,Teen English Non-Fiction,9,917
ZBO,Bookmobile,YA_17,Young Adult,AEF,Adult English Fiction,2,918
ZBO,Bookmobile,YA_17,Young Adult,AENF,Adult English Non-Fiction,1,919
ZBO,Bookmobile,YA_17,Young Adult,JEF,Juvenile Fiction,18,920
ZBO,Bookmobile,YA_17,Young Adult,JENF,Juvenile Non-Fiction,2,921
ZBO,Bookmobile,YA_17,Young Adult,TEENEF,Teen English Fiction,3,922
SU,Sunnyside,ADULT,Adult,AFCD,Adult French Books On CD,42,923
RO,Rosemount,YA_17,Young Adult,TEENEF,Teen English Fiction,2,924
RD,Ruth E. Dickinson,J,Juvenile,JEF,Juvenile Fiction,7154,925
SL,St-Laurent,J,Juvenile,JFCD,Juvenile French Books On CD,4,926
RO,Rosemount,YA_17,Young Adult,TEENENF,Teen English Non-Fiction,1,927
RD,Ruth E. Dickinson,J,Juvenile,JENF,Juvenile Non-Fiction,6051,928
SL,St-Laurent,J,Juvenile,TEENEF,Teen English Fiction,365,929
RD,Ruth E. Dickinson,J,Juvenile,JFCD,Juvenile French Books On CD,3,930
RP,Rockcliffe Park,ADULT,Adult,AECD,Adult English Books On CD,245,931
RD,Ruth E. Dickinson,J,Juvenile,KIOSK,Kiosk Items,1,932
SL,St-Laurent,J,Juvenile,TEENENF,Teen English Non-Fiction,39,933
RD,Ruth E. Dickinson,J,Juvenile,TEENEBCD,Teen English Books On CD,6,934
RP,Rockcliffe Park,ADULT,Adult,AEF,Adult English Fiction,6359,935
SL,St-Laurent,J,Juvenile,TEENFF,Teen French Fiction,103,936
RD,Ruth E. Dickinson,J,Juvenile,TEENEF,Teen English Fiction,1714,937
SU,Sunnyside,ADULT,Adult,AFF,Adult French Fiction,1329,938
SL,St-Laurent,J,Juvenile,TEENFNF,Teen French Non-Fiction,5,939
RP,Rockcliffe Park,ADULT,Adult,AEM,Adult English Mystery,1991,940
RD,Ruth E. Dickinson,J,Juvenile,TEENENF,Teen English Non-Fiction,197,941
SU,Sunnyside,ADULT,Adult,AFNF,Adult French Fiction,1235,942
SL,St-Laurent,YA_17,Young Adult,AEF,Adult English Fiction,10,943
RP,Rockcliffe Park,ADULT,Adult,AENF,Adult English Non-Fiction,9684,944
RD,Ruth E. Dickinson,J,Juvenile,TEENFF,Teen French Fiction,141,945
SU,Sunnyside,ADULT,Adult,JEF,Juvenile Fiction,6304,946
SL,St-Laurent,YA_17,Young Adult,AENF,Adult English Non-Fiction,31,947
RP,Rockcliffe Park,ADULT,Adult,AFCD,Adult French Books On CD,18,948
RD,Ruth E. Dickinson,J,Juvenile,TEENFNF,Teen French Non-Fiction,1,949
SU,Sunnyside,ADULT,Adult,JENF,Juvenile Non-Fiction,8019,950
SL,St-Laurent,YA_17,Young Adult,AFF,Adult French Fiction,6,951
RP,Rockcliffe Park,ADULT,Adult,AFF,Adult French Fiction,413,952
RD,Ruth E. Dickinson,YA_17,Young Adult,AEF,Adult English Fiction,85,953
SU,Sunnyside,ADULT,Adult,JFCD,Juvenile French Books On CD,20,954
SL,St-Laurent,YA_17,Young Adult,AFNF,Adult French Fiction,17,955
RP,Rockcliffe Park,ADULT,Adult,AFNF,Adult French Fiction,549,956
RD,Ruth E. Dickinson,YA_17,Young Adult,AEM,Adult English Mystery,20,957
SU,Sunnyside,ADULT,Adult,TEENEBCD,Teen English Books On CD,29,958
SL,St-Laurent,YA_17,Young Adult,JEF,Juvenile Fiction,12,959
RP,Rockcliffe Park,ADULT,Adult,JEF,Juvenile Fiction,1707,960
RD,Ruth E. Dickinson,YA_17,Young Adult,AENF,Adult English Non-Fiction,206,961
SU,Sunnyside,ADULT,Adult,TEENEF,Teen English Fiction,1921,962
SL,St-Laurent,YA_17,Young Adult,TEENEF,Teen English Fiction,12,963
RP,Rockcliffe Park,ADULT,Adult,JENF,Juvenile Non-Fiction,2433,964
RD,Ruth E. Dickinson,YA_17,Young Adult,AFF,Adult French Fiction,1,965
SU,Sunnyside,ADULT,Adult,TEENENF,Teen English Non-Fiction,267,966
SL,St-Laurent,YA_17,Young Adult,TEENENF,Teen English Non-Fiction,1,967
RP,Rockcliffe Park,ADULT,Adult,JFCD,Juvenile French Books On CD,3,968
RD,Ruth E. Dickinson,YA_17,Young Adult,AFNF,Adult French Fiction,7,969
SU,Sunnyside,ADULT,Adult,TEENFF,Teen French Fiction,96,970
SL,St-Laurent,YA_17,Young Adult,TEENFNF,Teen French Non-Fiction,1,971
RP,Rockcliffe Park,ADULT,Adult,TEENEBCD,Teen English Books On CD,2,972
RD,Ruth E. Dickinson,YA_17,Young Adult,JEF,Juvenile Fiction,7,973
SU,Sunnyside,J,Juvenile,AECD,Adult English Books On CD,4,974
ST,Stittsville,ADULT,Adult,AECD,Adult English Books On CD,855,975
RP,Rockcliffe Park,ADULT,Adult,TEENEF,Teen English Fiction,407,976
RD,Ruth E. Dickinson,YA_17,Young Adult,JENF,Juvenile Non-Fiction,18,977
SU,Sunnyside,J,Juvenile,AEF,Adult English Fiction,390,978
ST,Stittsville,ADULT,Adult,AEF,Adult English Fiction,14477,979
RP,Rockcliffe Park,ADULT,Adult,TEENENF,Teen English Non-Fiction,30,980
RD,Ruth E. Dickinson,YA_17,Young Adult,TEENEF,Teen English Fiction,82,981
SU,Sunnyside,J,Juvenile,AEM,Adult English Mystery,70,982
ST,Stittsville,ADULT,Adult,AEM,Adult English Mystery,6690,983
ST,Stittsville,ADULT,Adult,AENF,Adult English Non-Fiction,19375,984
ST,Stittsville,ADULT,Adult,AFCD,Adult French Books On CD,11,985
ST,Stittsville,ADULT,Adult,AFF,Adult French Fiction,547,986
ST,Stittsville,ADULT,Adult,AFNF,Adult French Fiction,779,987
ST,Stittsville,ADULT,Adult,JEF,Juvenile Fiction,5796,988
ST,Stittsville,ADULT,Adult,JENF,Juvenile Non-Fiction,7857,989
ST,Stittsville,ADULT,Adult,TEENEBCD,Teen English Books On CD,10,990
ST,Stittsville,ADULT,Adult,TEENEF,Teen English Fiction,1292,991
ST,Stittsville,ADULT,Adult,TEENENF,Teen English Non-Fiction,76,992
ST,Stittsville,ADULT,Adult,TEENFF,Teen French Fiction,43,993
ST,Stittsville,ADULT,Adult,TEENFNF,Teen French Non-Fiction,2,994
ST,Stittsville,J,Juvenile,AECD,Adult English Books On CD,5,995
ST,Stittsville,J,Juvenile,AEF,Adult English Fiction,314,996
ST,Stittsville,J,Juvenile,AEM,Adult English Mystery,64,997
ST,Stittsville,J,Juvenile,AENF,Adult English Non-Fiction,710,998
ST,Stittsville,J,Juvenile,AFCD,Adult French Books On CD,1,999
ST,Stittsville,J,Juvenile,AFF,Adult French Fiction,7,1000
ST,Stittsville,J,Juvenile,AFNF,Adult French Fiction,10,1001
ST,Stittsville,J,Juvenile,JEF,Juvenile Fiction,2463,1002
ST,Stittsville,J,Juvenile,JENF,Juvenile Non-Fiction,2223,1003
ST,Stittsville,J,Juvenile,JFCD,Juvenile French Books On CD,1,1004
ST,Stittsville,J,Juvenile,TEENEBCD,Teen English Books On CD,1,1005
ST,Stittsville,J,Juvenile,TEENEF,Teen English Fiction,767,1006
ST,Stittsville,J,Juvenile,TEENENF,Teen English Non-Fiction,22,1007
ST,Stittsville,J,Juvenile,TEENFF,Teen French Fiction,1,1008
ST,Stittsville,YA_17,Young Adult,AECD,Adult English Books On CD,1,1009
ST,Stittsville,YA_17,Young Adult,AEF,Adult English Fiction,121,1010
ST,Stittsville,YA_17,Young Adult,AEM,Adult English Mystery,8,1011
ST,Stittsville,YA_17,Young Adult,AENF,Adult English Non-Fiction,41,1012
ST,Stittsville,YA_17,Young Adult,AFF,Adult French Fiction,1,1013
ST,Stittsville,YA_17,Young Adult,AFNF,Adult French Fiction,1,1014
ST,Stittsville,YA_17,Young Adult,JEF,Juvenile Fiction,6,1015
ST,Stittsville,YA_17,Young Adult,JENF,Juvenile Non-Fiction,7,1016
ST,Stittsville,YA_17,Young Adult,TEENEBCD,Teen English Books On CD,1,1017
ST,Stittsville,YA_17,Young Adult,TEENEF,Teen English Fiction,40,1018
SU,Sunnyside,ADULT,Adult,AECD,Adult English Books On CD,1128,1019
SU,Sunnyside,ADULT,Adult,AEF,Adult English Fiction,21864,1020
SU,Sunnyside,ADULT,Adult,AEM,Adult English Mystery,8966,1021
RD,Ruth E. Dickinson,YA_17,Young Adult,TEENFF,Teen French Fiction,10,1022
SU,Sunnyside,J,Juvenile,AENF,Adult English Non-Fiction,714,1023
RP,Rockcliffe Park,ADULT,Adult,TEENFF,Teen French Fiction,7,1024
RD,Ruth E. Dickinson,YA_17,Young Adult,TEENFNF,Teen French Non-Fiction,1,1025
SU,Sunnyside,J,Juvenile,AFF,Adult French Fiction,18,1026
RP,Rockcliffe Park,ADULT,Adult,TEENFNF,Teen French Non-Fiction,3,1027
RI,Rideau,ADULT,Adult,AECD,Adult English Books On CD,568,1028
SU,Sunnyside,J,Juvenile,AFNF,Adult French Fiction,37,1029
RP,Rockcliffe Park,J,Juvenile,AEF,Adult English Fiction,137,1030
RI,Rideau,ADULT,Adult,AEF,Adult English Fiction,7440,1031
SU,Sunnyside,J,Juvenile,JEF,Juvenile Fiction,2339,1032
RP,Rockcliffe Park,J,Juvenile,AEM,Adult English Mystery,33,1033
RI,Rideau,ADULT,Adult,AEM,Adult English Mystery,2287,1034
SU,Sunnyside,J,Juvenile,JENF,Juvenile Non-Fiction,2094,1035
RP,Rockcliffe Park,J,Juvenile,AENF,Adult English Non-Fiction,273,1036
RI,Rideau,ADULT,Adult,AENF,Adult English Non-Fiction,12254,1037
SU,Sunnyside,J,Juvenile,TEENEBCD,Teen English Books On CD,8,1038
RP,Rockcliffe Park,J,Juvenile,AFF,Adult French Fiction,5,1039
RI,Rideau,ADULT,Adult,AFCD,Adult French Books On CD,30,1040
SU,Sunnyside,J,Juvenile,TEENEF,Teen English Fiction,843,1041
RP,Rockcliffe Park,J,Juvenile,AFNF,Adult French Fiction,7,1042
RI,Rideau,ADULT,Adult,AFF,Adult French Fiction,1913,1043
SU,Sunnyside,J,Juvenile,TEENENF,Teen English Non-Fiction,23,1044
RP,Rockcliffe Park,J,Juvenile,JEF,Juvenile Fiction,1111,1045
RI,Rideau,ADULT,Adult,AFNF,Adult French Fiction,1728,1046
SU,Sunnyside,J,Juvenile,TEENFBCD,Teen French Books On CD,1,1047
RP,Rockcliffe Park,J,Juvenile,JENF,Juvenile Non-Fiction,1106,1048
RI,Rideau,ADULT,Adult,JEF,Juvenile Fiction,1052,1049
SU,Sunnyside,J,Juvenile,TEENFF,Teen French Fiction,43,1050
RP,Rockcliffe Park,J,Juvenile,TEENEBCD,Teen English Books On CD,1,1051
RI,Rideau,ADULT,Adult,JENF,Juvenile Non-Fiction,1686,1052
SU,Sunnyside,YA_17,Young Adult,AECD,Adult English Books On CD,1,1053
RP,Rockcliffe Park,J,Juvenile,TEENEF,Teen English Fiction,187,1054
RI,Rideau,ADULT,Adult,JFCD,Juvenile French Books On CD,3,1055
SU,Sunnyside,YA_17,Young Adult,AEF,Adult English Fiction,38,1056
RP,Rockcliffe Park,J,Juvenile,TEENENF,Teen English Non-Fiction,3,1057
RI,Rideau,ADULT,Adult,TEENEBCD,Teen English Books On CD,8,1058
SU,Sunnyside,YA_17,Young Adult,AEM,Adult English Mystery,2,1059
RP,Rockcliffe Park,J,Juvenile,TEENFF,Teen French Fiction,3,1060
RI,Rideau,ADULT,Adult,TEENEF,Teen English Fiction,701,1061
SU,Sunnyside,YA_17,Young Adult,AENF,Adult English Non-Fiction,29,1062
RP,Rockcliffe Park,YA_17,Young Adult,AECD,Adult English Books On CD,1,1063
RI,Rideau,ADULT,Adult,TEENENF,Teen English Non-Fiction,53,1064
SU,Sunnyside,YA_17,Young Adult,AFF,Adult French Fiction,1,1065
RP,Rockcliffe Park,YA_17,Young Adult,AEF,Adult English Fiction,5,1066
RI,Rideau,ADULT,Adult,TEENFBCD,Teen French Books On CD,1,1067
SU,Sunnyside,YA_17,Young Adult,JEF,Juvenile Fiction,1,1068
RP,Rockcliffe Park,YA_17,Young Adult,AENF,Adult English Non-Fiction,1,1069
RI,Rideau,ADULT,Adult,TEENFF,Teen French Fiction,44,1070
SU,Sunnyside,YA_17,Young Adult,TEENEF,Teen English Fiction,24,1071
RP,Rockcliffe Park,YA_17,Young Adult,AFF,Adult French Fiction,1,1072
RI,Rideau,ADULT,Adult,TEENFNF,Teen French Non-Fiction,3,1073
VA,Vanier,ADULT,Adult,AECD,Adult English Books On CD,109,1074
RP,Rockcliffe Park,YA_17,Young Adult,TEENEF,Teen English Fiction,1,1075
RI,Rideau,J,Juvenile,AEF,Adult English Fiction,51,1076
VA,Vanier,ADULT,Adult,AEF,Adult English Fiction,3388,1077
RP,Rockcliffe Park,YA_17,Young Adult,TEENENF,Teen English Non-Fiction,1,1078
RI,Rideau,J,Juvenile,AEM,Adult English Mystery,5,1079
VA,Vanier,ADULT,Adult,AEM,Adult English Mystery,872,1080
SL,St-Laurent,ADULT,Adult,AECD,Adult English Books On CD,486,1081
RI,Rideau,J,Juvenile,AENF,Adult English Non-Fiction,71,1082
VA,Vanier,ADULT,Adult,AENF,Adult English Non-Fiction,7111,1083
SL,St-Laurent,ADULT,Adult,AEF,Adult English Fiction,8818,1084
RI,Rideau,J,Juvenile,AFF,Adult French Fiction,8,1085
VA,Vanier,ADULT,Adult,AFCD,Adult French Books On CD,20,1086
SL,St-Laurent,ADULT,Adult,AEM,Adult English Mystery,2829,1087
RI,Rideau,J,Juvenile,AFNF,Adult French Fiction,17,1088
VA,Vanier,ADULT,Adult,AFF,Adult French Fiction,1766,1089
SL,St-Laurent,ADULT,Adult,AENF,Adult English Non-Fiction,13693,1090
RI,Rideau,J,Juvenile,JEF,Juvenile Fiction,201,1091
VA,Vanier,ADULT,Adult,AFNF,Adult French Fiction,1243,1092
RI,Rideau,J,Juvenile,JENF,Juvenile Non-Fiction,320,1093
SL,St-Laurent,ADULT,Adult,AFCD,Adult French Books On CD,64,1094
RI,Rideau,J,Juvenile,TEENEF,Teen English Fiction,71,1095
VA,Vanier,ADULT,Adult,JEF,Juvenile Fiction,1056,1096
RI,Rideau,J,Juvenile,TEENENF,Teen English Non-Fiction,3,1097
SL,St-Laurent,ADULT,Adult,AFF,Adult French Fiction,4365,1098
VA,Vanier,ADULT,Adult,JENF,Juvenile Non-Fiction,1572,1099
RI,Rideau,J,Juvenile,TEENFF,Teen French Fiction,31,1100
SL,St-Laurent,ADULT,Adult,AFNF,Adult French Fiction,3819,1101
VA,Vanier,ADULT,Adult,JFCD,Juvenile French Books On CD,36,1102
RI,Rideau,YA_17,Young Adult,AEF,Adult English Fiction,21,1103
SL,St-Laurent,ADULT,Adult,JEF,Juvenile Fiction,2523,1104
VA,Vanier,ADULT,Adult,TEENEBCD,Teen English Books On CD,1,1105
RI,Rideau,YA_17,Young Adult,AENF,Adult English Non-Fiction,11,1106
SL,St-Laurent,ADULT,Adult,JENF,Juvenile Non-Fiction,3843,1107
VA,Vanier,ADULT,Adult,TEENEF,Teen English Fiction,271,1108
RI,Rideau,YA_17,Young Adult,AFF,Adult French Fiction,8,1109
SL,St-Laurent,ADULT,Adult,JFCD,Juvenile French Books On CD,9,1110
VA,Vanier,ADULT,Adult,TEENENF,Teen English Non-Fiction,18,1111
RI,Rideau,YA_17,Young Adult,AFNF,Adult French Fiction,1,1112
SL,St-Laurent,ADULT,Adult,TEENEBCD,Teen English Books On CD,5,1113
VA,Vanier,ADULT,Adult,TEENFF,Teen French Fiction,147,1114
RI,Rideau,YA_17,Young Adult,JENF,Juvenile Non-Fiction,2,1115
SL,St-Laurent,ADULT,Adult,TEENEF,Teen English Fiction,759,1116
VA,Vanier,ADULT,Adult,TEENFNF,Teen French Non-Fiction,2,1117
RI,Rideau,YA_17,Young Adult,TEENEF,Teen English Fiction,8,1118
SL,St-Laurent,ADULT,Adult,TEENENF,Teen English Non-Fiction,101,1119
VA,Vanier,J,Juvenile,AECD,Adult English Books On CD,26,1120
RM,Richmond,ADULT,Adult,AECD,Adult English Books On CD,226,1121
SL,St-Laurent,ADULT,Adult,TEENFF,Teen French Fiction,129,1122
VA,Vanier,J,Juvenile,AEF,Adult English Fiction,65,1123
RM,Richmond,ADULT,Adult,AEF,Adult English Fiction,3997,1124
SL,St-Laurent,ADULT,Adult,TEENFNF,Teen French Non-Fiction,14,1125
VA,Vanier,J,Juvenile,AEM,Adult English Mystery,6,1126
SL,St-Laurent,J,Juvenile,AECD,Adult English Books On CD,1,1127
VA,Vanier,J,Juvenile,AENF,Adult English Non-Fiction,472,1128
SL,St-Laurent,J,Juvenile,AEF,Adult English Fiction,253,1129
VA,Vanier,J,Juvenile,AFF,Adult French Fiction,32,1130
SL,St-Laurent,J,Juvenile,AEM,Adult English Mystery,60,1131
VA,Vanier,J,Juvenile,AFNF,Adult French Fiction,69,1132
SL,St-Laurent,J,Juvenile,AENF,Adult English Non-Fiction,467,1133
VA,Vanier,J,Juvenile,JEF,Juvenile Fiction,439,1134
SL,St-Laurent,J,Juvenile,AFF,Adult French Fiction,70,1135
VA,Vanier,J,Juvenile,JENF,Juvenile Non-Fiction,542,1136
VA,Vanier,J,Juvenile,JFCD,Juvenile French Books On CD,2,1137
VA,Vanier,J,Juvenile,TEENEF,Teen English Fiction,72,1138
VA,Vanier,J,Juvenile,TEENENF,Teen English Non-Fiction,8,1139
